SensorData;111;20170401000235;2.0;2.0;1016;0.0;0.0;;;;;
SensorData;111;20170401000235;3.0;3.0;9511;1.0;0.0;;;;;
SensorData;111;20170401000235;4.0;4.0;93;1.0;1.0;;;;;
SensorData;111;20170401000235;7.0;7.0;40.72161:-73.99359;0.0;1.0;;;;;
SensorData;111;20170401000235;6.0;6.0;32;0.0;0.0;;;;;
SensorData;111;20170401000235;1.0;1.0;64;0.0;0.0;;;;;
SensorData;111;20170401000240;4.0;4.0;97;1.0;1.0;;;;;
SensorData;111;20170401000240;7.0;7.0;40.72092:-73.99387;0.0;1.0;;;;;
SensorData;111;20170401000240;6.0;6.0;31;0.0;0.0;;;;;
SensorData;111;20170401000240;1.0;1.0;82;1.0;0.0;;;;;
SensorData;111;20170401000240;2.0;2.0;1311;0.0;1.0;;;;;
SensorData;111;20170401000240;3.0;3.0;9991;1.0;0.0;;;;;
SensorData;111;20170401000245;3.0;3.0;10607;0.0;0.0;;;;;
SensorData;111;20170401000245;4.0;4.0;84;1.0;0.0;;;;;
SensorData;111;20170401000245;7.0;7.0;40.72035:-73.9941;0.0;1.0;;;;;
SensorData;111;20170401000245;6.0;6.0;30;0.0;0.0;;;;;
SensorData;111;20170401000245;1.0;1.0;66;0.0;0.0;;;;;
SensorData;111;20170401000245;2.0;2.0;1477;0.0;1.0;;;;;
SensorData;111;20170401000250;3.0;3.0;9600;1.0;0.0;;;;;
SensorData;111;20170401000250;4.0;4.0;99;1.0;1.0;;;;;
SensorData;111;20170401000250;7.0;7.0;40.72028:-73.99414;0.0;1.0;;;;;
SensorData;111;20170401000250;6.0;6.0;33;0.0;0.0;;;;;
SensorData;111;20170401000250;1.0;1.0;85;1.0;0.0;;;;;
SensorData;111;20170401000250;2.0;2.0;753;0.0;0.0;;;;;
SensorData;111;20170401000255;1.0;1.0;50;0.0;0.0;;;;;
SensorData;111;20170401000255;2.0;2.0;1145;0.0;0.0;;;;;
SensorData;111;20170401000255;3.0;3.0;9984;1.0;0.0;;;;;
SensorData;111;20170401000255;4.0;4.0;87;1.0;0.0;;;;;
SensorData;111;20170401000255;7.0;7.0;40.72028:-73.99414;0.0;1.0;;;;;
SensorData;111;20170401000255;6.0;6.0;33;0.0;0.0;;;;;
SensorData;111;20170401000260;2.0;2.0;1466;0.0;1.0;;;;;
SensorData;111;20170401000260;3.0;3.0;9623;1.0;0.0;;;;;
SensorData;111;20170401000260;4.0;4.0;89;1.0;0.0;;;;;
SensorData;111;20170401000260;7.0;7.0;40.7202:-73.99402;0.0;1.0;;;;;
SensorData;111;20170401000260;6.0;6.0;31;0.0;0.0;;;;;
SensorData;111;20170401000260;1.0;1.0;76;0.0;0.0;;;;;
SensorData;111;20170401000265;6.0;6.0;34;1.0;0.0;;;;;
SensorData;111;20170401000265;1.0;1.0;60;0.0;0.0;;;;;
SensorData;111;20170401000265;2.0;2.0;838;0.0;0.0;;;;;
SensorData;111;20170401000265;3.0;3.0;9189;1.0;0.0;;;;;
SensorData;111;20170401000265;4.0;4.0;91;1.0;1.0;;;;;
SensorData;111;20170401000265;7.0;7.0;40.72014:-73.9939;0.0;1.0;;;;;
SensorData;111;20170401000270;7.0;7.0;40.71992:-73.99314;0.0;1.0;;;;;
SensorData;111;20170401000270;6.0;6.0;32;0.0;0.0;;;;;
SensorData;111;20170401000270;1.0;1.0;82;1.0;0.0;;;;;
SensorData;111;20170401000270;2.0;2.0;1124;0.0;0.0;;;;;
SensorData;111;20170401000270;3.0;3.0;10310;0.0;0.0;;;;;
SensorData;111;20170401000270;4.0;4.0;83;1.0;0.0;;;;;
SensorData;111;20170401000275;4.0;4.0;86;1.0;0.0;;;;;
SensorData;111;20170401000275;7.0;7.0;40.71986:-73.99297;0.0;1.0;;;;;
SensorData;111;20170401000275;6.0;6.0;30;0.0;0.0;;;;;
SensorData;111;20170401000275;1.0;1.0;65;0.0;0.0;;;;;
SensorData;111;20170401000275;2.0;2.0;1022;0.0;0.0;;;;;
SensorData;111;20170401000275;3.0;3.0;9769;1.0;0.0;;;;;
SensorData;111;20170401000280;2.0;2.0;1487;0.0;1.0;;;;;
SensorData;111;20170401000280;3.0;3.0;9716;1.0;0.0;;;;;
SensorData;111;20170401000280;4.0;4.0;80;1.0;0.0;;;;;
SensorData;111;20170401000280;7.0;7.0;40.71981:-73.99277;0.0;1.0;;;;;
SensorData;111;20170401000280;6.0;6.0;33;0.0;0.0;;;;;
SensorData;111;20170401000280;1.0;1.0;83;1.0;0.0;;;;;
SensorData;111;20170401000285;7.0;7.0;40.71963:-73.99219;0.0;1.0;;;;;
SensorData;111;20170401000285;6.0;6.0;33;0.0;0.0;;;;;
SensorData;111;20170401000285;1.0;1.0;50;0.0;0.0;;;;;
SensorData;111;20170401000285;2.0;2.0;934;0.0;0.0;;;;;
SensorData;111;20170401000285;3.0;3.0;9181;1.0;0.0;;;;;
SensorData;111;20170401000285;4.0;4.0;88;1.0;0.0;;;;;
SensorData;111;20170401000290;1.0;1.0;54;0.0;0.0;;;;;
SensorData;111;20170401000290;2.0;2.0;1105;0.0;0.0;;;;;
SensorData;111;20170401000290;3.0;3.0;10137;0.0;0.0;;;;;
SensorData;111;20170401000290;4.0;4.0;93;1.0;1.0;;;;;
SensorData;111;20170401000290;7.0;7.0;40.71959:-73.99201;0.0;1.0;;;;;
SensorData;111;20170401000290;6.0;6.0;31;0.0;0.0;;;;;
SensorData;111;20170401000295;6.0;6.0;31;0.0;0.0;;;;;
SensorData;111;20170401000295;1.0;1.0;77;0.0;0.0;;;;;
SensorData;111;20170401000295;2.0;2.0;1236;0.0;1.0;;;;;
SensorData;111;20170401000295;3.0;3.0;9865;1.0;0.0;;;;;
SensorData;111;20170401000295;4.0;4.0;83;1.0;0.0;;;;;
SensorData;111;20170401000295;7.0;7.0;40.71953:-73.99183;0.0;1.0;;;;;
SensorData;111;20170401000300;6.0;6.0;30;0.0;0.0;;;;;
SensorData;111;20170401000300;1.0;1.0;68;0.0;0.0;;;;;
SensorData;111;20170401000300;2.0;2.0;1421;0.0;1.0;;;;;
SensorData;111;20170401000300;3.0;3.0;10089;0.0;0.0;;;;;
SensorData;111;20170401000300;4.0;4.0;94;1.0;1.0;;;;;
SensorData;111;20170401000300;7.0;7.0;40.71938:-73.99133;0.0;1.0;;;;;
SensorData;111;20170401000305;7.0;7.0;40.71928:-73.991;0.0;1.0;;;;;
SensorData;111;20170401000305;6.0;6.0;30;0.0;0.0;;;;;
SensorData;111;20170401000305;1.0;1.0;67;0.0;0.0;;;;;
SensorData;111;20170401000305;2.0;2.0;1414;0.0;1.0;;;;;
SensorData;111;20170401000305;3.0;3.0;9862;1.0;0.0;;;;;
SensorData;111;20170401000305;4.0;4.0;85;1.0;0.0;;;;;
SensorData;111;20170401000310;7.0;7.0;40.71914:-73.99056;0.0;1.0;;;;;
SensorData;111;20170401000310;6.0;6.0;32;0.0;0.0;;;;;
SensorData;111;20170401000310;1.0;1.0;65;0.0;0.0;;;;;
SensorData;111;20170401000310;2.0;2.0;1178;0.0;0.0;;;;;
SensorData;111;20170401000310;3.0;3.0;10240;0.0;0.0;;;;;
SensorData;111;20170401000310;4.0;4.0;95;1.0;1.0;;;;;
SensorData;111;20170401000315;1.0;1.0;81;1.0;0.0;;;;;
SensorData;111;20170401000315;2.0;2.0;1405;0.0;1.0;;;;;
SensorData;111;20170401000315;3.0;3.0;9387;1.0;0.0;;;;;
SensorData;111;20170401000315;4.0;4.0;80;1.0;0.0;;;;;
SensorData;111;20170401000315;7.0;7.0;40.7191:-73.99043;0.0;1.0;;;;;
SensorData;111;20170401000315;6.0;6.0;34;1.0;0.0;;;;;
SensorData;111;20170401000320;6.0;6.0;33;0.0;0.0;;;;;
SensorData;111;20170401000320;1.0;1.0;76;0.0;0.0;;;;;
SensorData;111;20170401000320;2.0;2.0;1434;0.0;1.0;;;;;
SensorData;111;20170401000320;3.0;3.0;9661;1.0;0.0;;;;;
SensorData;111;20170401000320;4.0;4.0;87;1.0;0.0;;;;;
SensorData;111;20170401000320;7.0;7.0;40.71906:-73.99029;0.0;1.0;;;;;
SensorData;111;20170401000325;3.0;3.0;9214;1.0;0.0;;;;;
SensorData;111;20170401000325;4.0;4.0;92;1.0;1.0;;;;;
SensorData;111;20170401000325;7.0;7.0;40.71892:-73.98982;0.0;1.0;;;;;
SensorData;111;20170401000325;6.0;6.0;34;1.0;0.0;;;;;
SensorData;111;20170401000325;1.0;1.0;85;1.0;0.0;;;;;
SensorData;111;20170401000325;2.0;2.0;1112;0.0;0.0;;;;;
SensorData;111;20170401000330;3.0;3.0;10103;0.0;0.0;;;;;
SensorData;111;20170401000330;4.0;4.0;95;1.0;1.0;;;;;
SensorData;111;20170401000330;7.0;7.0;40.71873:-73.98918;0.0;1.0;;;;;
SensorData;111;20170401000330;6.0;6.0;31;0.0;0.0;;;;;
SensorData;111;20170401000330;1.0;1.0;88;1.0;0.0;;;;;
SensorData;111;20170401000330;2.0;2.0;1322;0.0;1.0;;;;;
SensorData;111;20170401000335;4.0;4.0;92;1.0;1.0;;;;;
SensorData;111;20170401000335;7.0;7.0;40.71869:-73.98906;0.0;1.0;;;;;
SensorData;111;20170401000335;6.0;6.0;30;0.0;0.0;;;;;
SensorData;111;20170401000335;1.0;1.0;60;0.0;0.0;;;;;
SensorData;111;20170401000335;2.0;2.0;900;0.0;0.0;;;;;
SensorData;111;20170401000335;3.0;3.0;10186;0.0;0.0;;;;;
SensorData;111;20170401000340;6.0;6.0;30;0.0;0.0;;;;;
SensorData;111;20170401000340;1.0;1.0;88;1.0;0.0;;;;;
SensorData;111;20170401000340;2.0;2.0;1271;0.0;1.0;;;;;
SensorData;111;20170401000340;3.0;3.0;10699;0.0;0.0;;;;;
SensorData;111;20170401000340;4.0;4.0;96;1.0;1.0;;;;;
SensorData;111;20170401000340;7.0;7.0;40.71845:-73.98824;0.0;1.0;;;;;
SensorData;111;20170401000345;4.0;4.0;96;1.0;1.0;;;;;
